doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
ebay-buyer-cancel-order,data\ebay-policies\ebay-buyer-cancel-order.md,Hủy đơn hàng dành cho người mua,https://www.ebay.com/help/buying/default/cancel-order?id=4004,2026-09-20,not-stated,public-source
ebay-buyer-item-not-received,data\ebay-policies\ebay-buyer-item-not-received.md,Xử lý khi người mua chưa nhận được hàng,https://www.ebay.com/help/buying/searching/item-values?id=4042,2026-09-20,not-stated,public-source
ebay-buyer-returns-refunds,data\ebay-policies\ebay-buyer-returns-refunds.md,Tổng quan đổi trả và hoàn tiền cho người mua,https://www.ebay.com/help/returns-refunds/buying/returns-missing-items-refunds-buyers?id=4008,2026-09-20,not-stated,public-source
ebay-seller-ask-ebay-step-in,data\ebay-policies\ebay-seller-ask-ebay-step-in.md,Yêu cầu eBay can thiệp dành cho người bán,https://www.ebay.com/help/selling/managing-returns-refunds/ask-ebay-to-step-in?id=4702,2026-09-20,not-stated,public-source
ebay-seller-protections,data\ebay-policies\ebay-seller-protections.md,Cơ chế bảo vệ người bán eBay,https://www.ebay.com/help/policies/selling-policies/seller-performance-policy?id=4345,2026-09-20,not-stated,public-source
ebay-seller-return-policy,data\ebay-policies\ebay-seller-return-policy.md,Thiết lập chính sách đổi trả cho người bán,https://www.ebay.com/help/Selling/Returns_Refunds/Setting_up_your_return_policy?id=4368,2026-09-20,not-stated,public-source
